Employee_ID,Name,Age,Gender,Department,Job_Role,Education,Experience_Years,Salary,Performance_Rating,Marital_Status,Attrition,Joining_Date,City
EMP0720,Employee 720,25,Male,Finance,Financial Analyst,Diploma,1,33378,1,Married,No,2024-11-06,Bengaluru
EMP0721,Employee 721,21,Female,Finance,Accountant,Master's,3,43971,4,Single,No,2020-08-12,Hyderabad
EMP0722,Employee 722,33,Male,Operations,Operations Executive,Bachelor's,0,34879,5,Single,No,2023-10-20,Delhi
EMP0723,Employee 723,43,Female,HR,Recruiter,Diploma,18,87128,5,Married,No,2025-02-23,Mumbai
EMP0724,Employee 724,58,Female,HR,Recruiter,Master's,4,35444,5,Single,Yes,2018-09-05,Mumbai
EMP0725,Employee 725,21,Male,Finance,Financial Analyst,Bachelor's,9,62736,5,Single,No,2021-04-07,Bengaluru
EMP0726,Employee 726,25,Female,IT,Data Analyst,Diploma,6,47565,4,Married,No,2025-03-08,Delhi
EMP0727,Employee 727,42,Male,Operations,Operations Executive,Master's,10,65998,1,Married,No,2024-11-28,Mumbai
EMP0728,Employee 728,34,Male,Sales,Account Manager,Diploma,20,97308,3,Married,No,2025-10-10,Mumbai
EMP0729,Employee 729,43,Male,Finance,Financial Analyst,Bachelor's,5,37720,3,Married,Yes,2022-01-26,Mumbai
EMP0730,Employee 730,33,Male,Operations,Coordinator,Bachelor's,18,94793,2,Married,No,2018-06-29,Mumbai
EMP0731,Employee 731,32,Female,IT,Data Analyst,Bachelor's,17,87559,2,Married,No,2020-01-02,Pune
EMP0732,Employee 732,44,Male,IT,Software Engineer,Diploma,6,50996,1,Single,No,2023-02-12,Mumbai
EMP0733,Employee 733,44,Female,HR,Recruiter,Diploma,6,47281,2,Single,No,2023-12-22,Delhi
EMP0734,Employee 734,24,Female,Marketing,Marketing Executive,Diploma,6,50639,5,Married,No,2019-09-01,Mumbai
EMP0735,Employee 735,31,Female,Operations,Coordinator,Master's,2,42422,5,Married,No,2025-06-10,Mumbai
EMP0736,Employee 736,58,Female,IT,Data Analyst,Bachelor's,11,74336,2,Single,No,2023-07-20,Bengaluru
EMP0737,Employee 737,45,Male,HR,Recruiter,Master's,12,69162,5,Single,No,2021-06-07,Mumbai
EMP0738,Employee 738,58,Male,Sales,Account Manager,Diploma,9,66065,5,Married,No,2023-10-27,Bengaluru
EMP0739,Employee 739,52,Female,Finance,Accountant,Master's,14,83172,1,Single,No,2022-08-03,Bengaluru
EMP0740,Employee 740,39,Male,HR,Recruiter,Bachelor's,8,50486,1,Single,No,2022-01-10,Pune
EMP0741,Employee 741,42,Female,IT,Software Engineer,Diploma,1,30063,3,Single,No,2021-09-29,Delhi
EMP0742,Employee 742,39,Female,HR,Recruiter,Master's,17,88056,5,Single,No,2018-02-04,Bengaluru
EMP0743,Employee 743,34,Female,Operations,Operations Executive,Diploma,16,80891,5,Married,No,2022-06-17,Bengaluru
EMP0744,Employee 744,47,Male,IT,Software Engineer,Master's,2,37258,5,Single,No,2020-02-09,Hyderabad
EMP0745,Employee 745,21,Female,HR,Recruiter,Master's,18,87205,2,Married,No,2021-06-05,Bengaluru
EMP0746,Employee 746,57,Male,Operations,Operations Executive,Bachelor's,12,71818,3,Married,No,2021-08-28,Bengaluru
EMP0747,Employee 747,51,Male,HR,Recruiter,Diploma,12,64087,4,Married,No,2023-12-30,Pune
EMP0748,Employee 748,52,Male,HR,HR Executive,Bachelor's,3,36320,1,Married,No,2018-05-12,Hyderabad
EMP0749,Employee 749,50,Male,HR,Recruiter,Diploma,7,54038,1,Single,No,2025-05-25,Hyderabad
EMP0750,Employee 750,47,Female,Finance,Financial Analyst,Master's,12,67145,2,Single,Yes,2019-03-30,Mumbai
EMP0751,Employee 751,40,Male,IT,Software Engineer,Master's,13,81057,2,Single,No,2019-10-13,Mumbai
EMP0752,Employee 752,54,Female,Finance,Accountant,Master's,2,40082,4,Single,No,2024-10-13,Pune
EMP0753,Employee 753,40,Female,IT,Data Analyst,Master's,20,104952,2,Single,No,2021-11-21,Delhi
EMP0754,Employee 754,32,Male,Operations,Coordinator,Diploma,13,80502,1,Single,No,2022-04-25,Mumbai
EMP0755,Employee 755,34,Female,IT,Software Engineer,Diploma,20,99564,1,Married,No,2025-06-23,Pune
EMP0756,Employee 756,37,Male,Sales,Sales Executive,Master's,16,86682,1,Single,No,2022-08-07,Bengaluru
EMP0757,Employee 757,21,Female,Finance,Financial Analyst,Diploma,10,68085,2,Married,No,2020-03-07,Bengaluru
EMP0758,Employee 758,36,Female,Finance,Financial Analyst,Master's,14,71235,3,Single,No,2018-12-05,Mumbai
EMP0759,Employee 759,55,Female,Sales,Sales Executive,Bachelor's,19,89793,1,Married,No,2019-12-27,Mumbai
EMP0760,Employee 760,55,Male,Finance,Accountant,Diploma,11,64330,1,Single,No,2020-06-06,Bengaluru
EMP0761,Employee 761,24,Female,Operations,Operations Executive,Bachelor's,9,66048,3,Single,No,2018-08-03,Mumbai
EMP0762,Employee 762,42,Male,Sales,Sales Executive,Bachelor's,0,33817,1,Single,No,2018-04-25,Mumbai
EMP0763,Employee 763,41,Male,Sales,Sales Executive,Diploma,13,82293,4,Married,No,2019-03-18,Pune
EMP0764,Employee 764,21,Female,HR,Recruiter,Bachelor's,6,44469,4,Single,No,2021-12-31,Bengaluru
EMP0765,Employee 765,23,Male,HR,HR Executive,Master's,2,36124,3,Married,No,2025-04-16,Pune
EMP0766,Employee 766,41,Female,Operations,Operations Executive,Master's,17,85118,2,Married,No,2020-10-28,Bengaluru
EMP0767,Employee 767,49,Female,Sales,Sales Executive,Diploma,10,55578,5,Single,No,2024-10-28,Mumbai
EMP0768,Employee 768,48,Male,Sales,Sales Executive,Bachelor's,19,90565,2,Married,No,2021-06-19,Bengaluru
EMP0769,Employee 769,23,Male,IT,Software Engineer,Diploma,6,45969,3,Single,No,2022-03-20,Hyderabad
EMP0770,Employee 770,47,Female,IT,Data Analyst,Bachelor's,20,91297,3,Married,No,2023-11-04,Mumbai
EMP0771,Employee 771,35,Female,HR,Recruiter,Bachelor's,17,81271,4,Single,No,2025-06-16,Pune
EMP0772,Employee 772,30,Male,Finance,Financial Analyst,Bachelor's,2,33306,2,Single,No,2018-08-02,Mumbai
EMP0773,Employee 773,33,Male,Marketing,SEO Specialist,Bachelor's,2,40967,5,Single,No,2023-03-29,Hyderabad
EMP0774,Employee 774,51,Male,IT,Software Engineer,Master's,18,97688,4,Single,No,2025-02-16,Bengaluru
EMP0775,Employee 775,30,Female,Finance,Financial Analyst,Master's,13,82057,4,Single,No,2024-11-01,Hyderabad
EMP0776,Employee 776,37,Female,Marketing,SEO Specialist,Master's,17,84506,4,Married,No,2024-03-14,Bengaluru
EMP0777,Employee 777,51,Male,Marketing,Marketing Executive,Bachelor's,19,102256,1,Single,No,2018-10-22,Delhi
EMP0778,Employee 778,46,Female,Operations,Coordinator,Master's,11,74603,3,Single,No,2022-07-16,Bengaluru
EMP0779,Employee 779,48,Female,Sales,Account Manager,Diploma,3,43109,4,Married,Yes,2024-05-05,Pune
EMP0780,Employee 780,23,Female,Operations,Operations Executive,Diploma,12,75894,2,Married,No,2020-10-07,Delhi
EMP0781,Employee 781,31,Male,Finance,Financial Analyst,Bachelor's,4,42332,4,Married,No,2020-10-10,Delhi
EMP0782,Employee 782,48,Female,Sales,Account Manager,Diploma,16,82187,5,Married,Yes,2022-09-29,Delhi
EMP0783,Employee 783,43,Male,IT,Software Engineer,Diploma,13,68412,2,Married,No,2019-03-24,Hyderabad
EMP0784,Employee 784,47,Female,Sales,Account Manager,Diploma,5,53612,4,Single,Yes,2018-01-07,Mumbai
EMP0785,Employee 785,53,Male,IT,Software Engineer,Diploma,5,41901,2,Single,No,2020-03-22,Mumbai
EMP0786,Employee 786,47,Female,Sales,Sales Executive,Diploma,5,43787,2,Single,No,2020-11-28,Hyderabad
EMP0787,Employee 787,22,Male,Sales,Account Manager,Master's,12,66085,1,Single,Yes,2021-02-07,Pune
EMP0788,Employee 788,21,Female,IT,Software Engineer,Master's,0,21371,4,Married,No,2019-02-01,Delhi
EMP0789,Employee 789,41,Male,Finance,Accountant,Diploma,10,67149,4,Married,No,2025-08-24,Delhi
EMP0790,Employee 790,46,Male,Sales,Sales Executive,Diploma,11,69321,1,Married,Yes,2019-02-15,Mumbai
EMP0791,Employee 791,33,Male,IT,Software Engineer,Bachelor's,14,84571,3,Single,No,2023-10-11,Hyderabad
EMP0792,Employee 792,26,Female,Operations,Coordinator,Master's,14,76653,1,Married,No,2024-10-21,Hyderabad
EMP0793,Employee 793,53,Male,Marketing,Marketing Executive,Master's,6,45691,1,Married,No,2023-11-01,Delhi
EMP0794,Employee 794,55,Male,Finance,Financial Analyst,Bachelor's,5,52123,2,Single,No,2019-04-19,Pune
EMP0795,Employee 795,38,Male,Finance,Accountant,Diploma,0,25250,4,Single,No,2021-08-30,Mumbai
EMP0796,Employee 796,42,Male,Marketing,Marketing Executive,Diploma,20,106120,3,Married,No,2019-01-06,Bengaluru
EMP0797,Employee 797,28,Female,Operations,Operations Executive,Bachelor's,20,104318,1,Married,No,2020-08-13,Delhi
EMP0798,Employee 798,45,Male,HR,Recruiter,Bachelor's,3,42550,5,Single,No,2019-06-06,Bengaluru
EMP0799,Employee 799,29,Male,Finance,Financial Analyst,Master's,10,66961,1,Married,No,2025-08-14,Hyderabad
EMP0800,Employee 800,30,Female,HR,HR Executive,Diploma,9,58673,1,Married,No,2023-08-10,Hyderabad
EMP0801,Employee 801,34,Female,Marketing,SEO Specialist,Diploma,3,39460,4,Single,No,2025-12-03,Hyderabad
EMP0802,Employee 802,32,Female,HR,Recruiter,Master's,6,48375,2,Single,No,2025-11-08,Delhi
EMP0803,Employee 803,43,Female,Finance,Accountant,Bachelor's,10,68842,5,Married,No,2025-08-08,Hyderabad
EMP0804,Employee 804,58,Male,Operations,Coordinator,Master's,6,53903,2,Single,Yes,2019-02-03,Bengaluru
EMP0805,Employee 805,33,Male,Operations,Coordinator,Diploma,15,82038,5,Single,No,2019-08-17,Mumbai
EMP0806,Employee 806,51,Male,Finance,Financial Analyst,Bachelor's,13,71012,5,Married,Yes,2018-08-19,Delhi
EMP0807,Employee 807,36,Female,Finance,Accountant,Master's,4,47238,5,Single,Yes,2020-09-30,Bengaluru
EMP0808,Employee 808,49,Female,Operations,Operations Executive,Bachelor's,2,42193,1,Single,No,2025-04-17,Pune
EMP0809,Employee 809,57,Female,Finance,Accountant,Diploma,20,106703,1,Single,Yes,2020-07-10,Bengaluru
EMP0810,Employee 810,27,Female,Finance,Financial Analyst,Diploma,20,104210,5,Single,No,2021-05-07,Bengaluru
EMP0811,Employee 811,54,Female,Operations,Operations Executive,Diploma,0,32903,5,Single,No,2024-03-27,Mumbai
EMP0812,Employee 812,21,Female,Operations,Coordinator,Bachelor's,3,36420,1,Single,No,2024-09-19,Delhi
EMP0813,Employee 813,23,Male,HR,HR Executive,Diploma,20,95282,3,Married,No,2018-12-26,Delhi
EMP0814,Employee 814,54,Female,HR,Recruiter,Bachelor's,13,65502,5,Married,No,2020-10-14,Hyderabad
EMP0815,Employee 815,23,Male,Marketing,Marketing Executive,Bachelor's,11,75231,2,Married,No,2020-05-09,Mumbai
EMP0816,Employee 816,29,Female,HR,HR Executive,Diploma,19,93579,3,Married,No,2024-08-20,Bengaluru
EMP0817,Employee 817,37,Female,Operations,Operations Executive,Diploma,5,50609,2,Single,Yes,2023-02-12,Hyderabad
EMP0818,Employee 818,53,Male,Operations,Coordinator,Bachelor's,20,96312,3,Married,No,2022-03-05,Bengaluru
EMP0819,Employee 819,55,Male,Sales,Account Manager,Bachelor's,19,94610,3,Single,No,2018-11-14,Hyderabad
EMP0820,Employee 820,27,Female,IT,Data Analyst,Master's,8,52794,1,Single,No,2020-07-13,Mumbai
EMP0821,Employee 821,57,Female,Marketing,SEO Specialist,Diploma,9,67543,1,Single,No,2019-01-27,Mumbai
EMP0822,Employee 822,55,Female,IT,Software Engineer,Diploma,12,67920,2,Married,No,2021-11-14,Pune
EMP0823,Employee 823,45,Female,Operations,Operations Executive,Diploma,16,81095,3,Single,Yes,2025-05-17,Delhi
EMP0824,Employee 824,50,Female,Finance,Accountant,Master's,14,74999,5,Single,No,2022-12-03,Hyderabad
EMP0825,Employee 825,26,Male,Operations,Operations Executive,Diploma,2,37015,2,Single,No,2022-07-24,Mumbai
EMP0826,Employee 826,52,Male,Marketing,SEO Specialist,Diploma,1,26271,5,Single,No,2021-03-16,Bengaluru
EMP0827,Employee 827,33,Male,Finance,Accountant,Diploma,16,80085,5,Married,Yes,2022-07-19,Mumbai
EMP0828,Employee 828,31,Male,Operations,Operations Executive,Bachelor's,16,77387,3,Single,No,2024-10-23,Delhi
EMP0829,Employee 829,44,Male,IT,Software Engineer,Diploma,1,37351,2,Single,No,2023-07-23,Hyderabad
EMP0830,Employee 830,57,Female,IT,Data Analyst,Master's,15,82118,5,Single,No,2020-12-20,Bengaluru
EMP0831,Employee 831,50,Female,Marketing,SEO Specialist,Master's,15,74384,1,Single,Yes,2021-12-28,Hyderabad
EMP0832,Employee 832,48,Female,Operations,Operations Executive,Bachelor's,5,50674,5,Single,Yes,2021-12-23,Bengaluru
EMP0833,Employee 833,37,Male,Sales,Account Manager,Master's,15,72726,3,Married,No,2019-09-30,Hyderabad
EMP0834,Employee 834,49,Male,Finance,Financial Analyst,Master's,5,46330,4,Single,No,2019-03-22,Hyderabad
EMP0835,Employee 835,29,Female,Operations,Coordinator,Diploma,6,44626,3,Single,No,2020-02-16,Mumbai
EMP0836,Employee 836,28,Female,Operations,Coordinator,Diploma,6,56705,4,Single,No,2025-06-17,Hyderabad
EMP0837,Employee 837,27,Male,Finance,Financial Analyst,Bachelor's,16,88741,3,Single,Yes,2019-06-23,Mumbai
EMP0838,Employee 838,48,Female,Sales,Account Manager,Master's,10,69079,4,Single,No,2024-09-11,Bengaluru
EMP0839,Employee 839,38,Male,HR,Recruiter,Diploma,19,91496,2,Married,No,2023-09-26,Mumbai
EMP0840,Employee 840,58,Male,Finance,Financial Analyst,Bachelor's,3,46960,2,Married,No,2024-11-08,Pune
EMP0841,Employee 841,33,Male,IT,Data Analyst,Master's,6,45790,4,Married,Yes,2022-10-13,Mumbai
EMP0842,Employee 842,48,Male,HR,Recruiter,Bachelor's,10,68961,3,Married,Yes,2023-05-17,Hyderabad
EMP0843,Employee 843,32,Male,IT,Data Analyst,Bachelor's,13,73592,3,Single,No,2021-08-03,Hyderabad
EMP0844,Employee 844,52,Female,Finance,Accountant,Master's,8,51301,1,Single,No,2022-10-31,Pune
EMP0845,Employee 845,44,Female,Operations,Operations Executive,Diploma,17,83769,3,Single,No,2021-09-18,Delhi
EMP0846,Employee 846,28,Male,Finance,Financial Analyst,Bachelor's,2,30485,4,Single,No,2019-06-19,Pune
EMP0847,Employee 847,33,Male,Marketing,Marketing Executive,Bachelor's,19,97736,2,Married,No,2021-05-19,Delhi
EMP0848,Employee 848,28,Female,Operations,Operations Executive,Master's,8,59381,4,Single,No,2022-02-08,Mumbai
EMP0849,Employee 849,57,Male,Marketing,Marketing Executive,Diploma,8,52224,4,Married,Yes,2021-04-01,Delhi
EMP0850,Employee 850,45,Female,Marketing,SEO Specialist,Diploma,2,32423,3,Single,No,2022-11-29,Mumbai
EMP0851,Employee 851,53,Female,Sales,Account Manager,Master's,5,44637,2,Married,No,2024-08-22,Hyderabad
EMP0852,Employee 852,36,Female,Marketing,Marketing Executive,Diploma,3,36106,2,Married,Yes,2020-07-06,Mumbai
EMP0853,Employee 853,21,Female,IT,Software Engineer,Master's,1,31659,1,Married,No,2020-05-10,Mumbai
EMP0854,Employee 854,21,Female,Finance,Financial Analyst,Diploma,19,96163,3,Single,No,2021-08-22,Hyderabad
EMP0855,Employee 855,37,Male,Sales,Account Manager,Bachelor's,17,82987,3,Married,No,2025-09-19,Mumbai
EMP0856,Employee 856,48,Female,Marketing,Marketing Executive,Master's,20,102958,1,Married,No,2019-09-30,Mumbai
EMP0857,Employee 857,32,Female,Finance,Financial Analyst,Master's,5,43270,2,Single,No,2020-02-13,Bengaluru
EMP0858,Employee 858,48,Male,Operations,Coordinator,Diploma,19,92655,4,Single,Yes,2018-10-12,Delhi
EMP0859,Employee 859,28,Male,HR,HR Executive,Bachelor's,0,23267,2,Single,No,2022-03-28,Hyderabad
EMP0860,Employee 860,27,Female,HR,HR Executive,Bachelor's,20,90442,2,Married,No,2018-02-08,Delhi
EMP0861,Employee 861,36,Male,Finance,Accountant,Diploma,5,47572,5,Single,No,2021-09-20,Pune
EMP0862,Employee 862,47,Male,Sales,Sales Executive,Bachelor's,3,40223,1,Single,No,2019-02-25,Bengaluru
EMP0863,Employee 863,45,Male,Finance,Accountant,Bachelor's,4,45577,1,Single,No,2025-05-08,Pune
EMP0864,Employee 864,44,Male,IT,Data Analyst,Diploma,11,60999,2,Single,No,2024-11-26,Bengaluru
EMP0865,Employee 865,40,Female,Marketing,SEO Specialist,Bachelor's,10,60942,3,Married,No,2025-08-14,Hyderabad
EMP0866,Employee 866,30,Female,IT,Data Analyst,Master's,2,27071,4,Married,No,2019-09-01,Pune
EMP0867,Employee 867,41,Male,Sales,Sales Executive,Master's,18,97006,3,Married,Yes,2021-02-14,Bengaluru
EMP0868,Employee 868,42,Male,Finance,Financial Analyst,Master's,15,86064,4,Married,No,2024-09-30,Delhi
EMP0869,Employee 869,47,Male,Marketing,Marketing Executive,Bachelor's,15,80040,3,Single,Yes,2022-04-25,Mumbai
EMP0870,Employee 870,24,Female,Sales,Account Manager,Bachelor's,11,74029,3,Married,No,2019-07-02,Mumbai
EMP0871,Employee 871,24,Male,Marketing,Marketing Executive,Diploma,13,73446,2,Married,No,2020-05-13,Pune
EMP0872,Employee 872,58,Male,Operations,Coordinator,Diploma,13,77679,2,Single,No,2018-08-10,Mumbai
EMP0873,Employee 873,57,Female,IT,Data Analyst,Bachelor's,4,36588,4,Single,Yes,2020-09-30,Delhi
EMP0874,Employee 874,49,Male,Operations,Coordinator,Bachelor's,9,66907,2,Single,No,2022-08-13,Pune
EMP0875,Employee 875,48,Female,Marketing,SEO Specialist,Diploma,5,53991,5,Married,Yes,2019-10-19,Mumbai
EMP0876,Employee 876,29,Male,Finance,Accountant,Diploma,5,46407,1,Single,No,2019-01-12,Bengaluru
EMP0877,Employee 877,41,Female,HR,Recruiter,Bachelor's,17,82029,1,Married,No,2025-10-07,Bengaluru
EMP0878,Employee 878,42,Male,HR,HR Executive,Master's,8,51552,2,Single,Yes,2019-03-04,Pune
EMP0879,Employee 879,33,Male,HR,HR Executive,Master's,19,86859,1,Single,No,2021-06-20,Delhi
EMP0880,Employee 880,40,Male,Finance,Accountant,Master's,1,25074,4,Single,Yes,2021-07-12,Hyderabad
EMP0881,Employee 881,42,Female,Finance,Financial Analyst,Diploma,11,62744,2,Single,No,2025-11-18,Delhi
EMP0882,Employee 882,50,Male,Finance,Financial Analyst,Diploma,15,73725,2,Single,Yes,2021-04-03,Mumbai
EMP0883,Employee 883,54,Female,Operations,Coordinator,Bachelor's,5,53937,3,Married,No,2023-10-16,Hyderabad
EMP0884,Employee 884,45,Male,Marketing,Marketing Executive,Diploma,13,66811,5,Single,No,2025-12-29,Mumbai
EMP0885,Employee 885,30,Female,Marketing,Marketing Executive,Master's,20,106302,1,Married,No,2019-02-03,Hyderabad
EMP0886,Employee 886,44,Female,HR,HR Executive,Bachelor's,9,56791,2,Married,No,2018-10-07,Hyderabad
EMP0887,Employee 887,28,Female,Finance,Financial Analyst,Master's,8,62484,3,Married,No,2025-04-17,Bengaluru
EMP0888,Employee 888,41,Female,Marketing,Marketing Executive,Diploma,4,48445,4,Married,No,2022-02-11,Hyderabad
EMP0889,Employee 889,56,Male,Operations,Operations Executive,Bachelor's,1,25369,3,Married,No,2020-09-29,Mumbai
EMP0890,Employee 890,50,Male,Marketing,SEO Specialist,Master's,12,64391,4,Married,No,2020-07-02,Pune
EMP0891,Employee 891,33,Female,Sales,Account Manager,Bachelor's,5,41050,3,Married,No,2022-06-14,Delhi
EMP0892,Employee 892,23,Male,Finance,Accountant,Bachelor's,6,56604,2,Married,No,2019-04-14,Delhi
EMP0893,Employee 893,44,Female,Sales,Account Manager,Bachelor's,19,98961,1,Single,No,2018-09-13,Pune
EMP0894,Employee 894,26,Male,Operations,Operations Executive,Master's,13,74342,4,Single,No,2020-10-29,Hyderabad
EMP0895,Employee 895,37,Male,Operations,Operations Executive,Bachelor's,14,82753,4,Married,No,2023-11-20,Hyderabad
EMP0896,Employee 896,55,Male,HR,Recruiter,Master's,6,52445,5,Married,No,2022-09-13,Pune
EMP0897,Employee 897,58,Male,Marketing,SEO Specialist,Diploma,19,93006,3,Single,No,2018-11-15,Mumbai
EMP0898,Employee 898,47,Female,Finance,Financial Analyst,Master's,4,50365,2,Married,Yes,2021-07-20,Delhi
EMP0899,Employee 899,55,Male,Sales,Account Manager,Bachelor's,1,30663,3,Single,No,2020-02-08,Mumbai
EMP0900,Employee 900,22,Female,Operations,Coordinator,Diploma,18,83470,1,Married,No,2022-02-25,Bengaluru
EMP0901,Employee 901,48,Female,Finance,Financial Analyst,Bachelor's,13,77025,4,Married,No,2021-12-13,Hyderabad
EMP0902,Employee 902,39,Female,HR,Recruiter,Diploma,17,84829,5,Single,No,2024-02-02,Pune
EMP0903,Employee 903,27,Female,Sales,Sales Executive,Diploma,2,27538,4,Single,No,2024-11-29,Hyderabad
EMP0904,Employee 904,28,Male,Finance,Accountant,Bachelor's,6,48303,3,Married,No,2023-02-06,Bengaluru
EMP0905,Employee 905,53,Female,Operations,Coordinator,Diploma,12,62249,3,Married,No,2022-03-15,Bengaluru
EMP0906,Employee 906,22,Male,Operations,Coordinator,Diploma,7,44636,5,Married,Yes,2022-08-26,Hyderabad
EMP0907,Employee 907,46,Male,HR,Recruiter,Bachelor's,18,97090,5,Married,No,2020-09-17,Mumbai
EMP0908,Employee 908,54,Male,Operations,Coordinator,Bachelor's,12,67692,1,Single,No,2022-07-10,Delhi
EMP0909,Employee 909,56,Male,Sales,Account Manager,Bachelor's,20,102845,1,Single,No,2025-01-13,Pune
EMP0910,Employee 910,55,Male,Finance,Accountant,Bachelor's,0,25015,2,Married,No,2018-04-24,Hyderabad
EMP0911,Employee 911,36,Female,HR,Recruiter,Diploma,7,51766,1,Married,No,2021-05-01,Pune
EMP0912,Employee 912,27,Male,HR,Recruiter,Diploma,20,90758,1,Single,No,2025-02-27,Mumbai
EMP0913,Employee 913,44,Male,IT,Software Engineer,Bachelor's,8,53918,4,Single,Yes,2019-01-16,Bengaluru
EMP0914,Employee 914,45,Female,Sales,Account Manager,Bachelor's,15,75000,2,Married,No,2020-05-11,Pune
EMP0915,Employee 915,43,Female,HR,HR Executive,Bachelor's,18,84030,5,Married,No,2019-04-26,Pune
EMP0916,Employee 916,53,Male,HR,HR Executive,Master's,19,87468,1,Single,Yes,2024-01-05,Pune
EMP0917,Employee 917,29,Female,IT,Software Engineer,Master's,4,41201,2,Single,No,2018-12-08,Hyderabad
EMP0918,Employee 918,52,Female,Operations,Coordinator,Bachelor's,17,89144,3,Single,No,2023-03-29,Mumbai
EMP0919,Employee 919,58,Female,Operations,Operations Executive,Bachelor's,8,60872,4,Married,No,2019-02-26,Bengaluru
EMP0920,Employee 920,45,Female,Finance,Financial Analyst,Diploma,19,95402,3,Married,No,2021-07-29,Pune
EMP0921,Employee 921,47,Female,Finance,Accountant,Master's,5,38606,1,Single,No,2023-09-26,Mumbai
EMP0922,Employee 922,34,Female,IT,Software Engineer,Bachelor's,13,71592,3,Single,No,2022-01-05,Pune
EMP0923,Employee 923,41,Male,IT,Data Analyst,Master's,0,30776,3,Single,No,2020-05-25,Delhi
EMP0924,Employee 924,25,Female,HR,Recruiter,Master's,3,39611,3,Single,No,2024-10-25,Mumbai
EMP0925,Employee 925,47,Male,Sales,Sales Executive,Master's,15,88839,2,Married,No,2018-07-11,Delhi
EMP0926,Employee 926,57,Male,Finance,Accountant,Master's,7,45196,2,Married,Yes,2021-03-13,Pune
EMP0927,Employee 927,25,Female,Marketing,Marketing Executive,Master's,16,77281,3,Married,No,2021-10-13,Hyderabad
EMP0928,Employee 928,52,Male,IT,Software Engineer,Master's,12,64613,4,Married,No,2024-03-29,Pune
EMP0929,Employee 929,21,Male,IT,Data Analyst,Master's,19,89866,4,Single,No,2018-04-30,Mumbai
EMP0930,Employee 930,24,Female,Sales,Sales Executive,Bachelor's,6,53087,1,Married,No,2024-01-11,Pune
EMP0931,Employee 931,29,Female,IT,Data Analyst,Bachelor's,10,67437,3,Single,No,2021-01-10,Delhi
EMP0932,Employee 932,54,Male,Finance,Accountant,Diploma,20,104640,4,Married,Yes,2025-06-30,Hyderabad
EMP0933,Employee 933,39,Male,Operations,Coordinator,Diploma,15,79900,2,Single,No,2019-01-12,Pune
EMP0934,Employee 934,34,Female,Sales,Account Manager,Bachelor's,15,74474,4,Single,Yes,2020-05-20,Hyderabad
EMP0935,Employee 935,40,Female,HR,HR Executive,Diploma,18,99840,1,Single,No,2021-07-07,Mumbai
EMP0936,Employee 936,46,Male,IT,Data Analyst,Master's,12,76825,4,Single,No,2024-12-16,Hyderabad
EMP0937,Employee 937,27,Male,Marketing,Marketing Executive,Bachelor's,20,93344,4,Single,No,2019-08-27,Hyderabad
EMP0938,Employee 938,56,Male,Sales,Account Manager,Master's,15,87332,2,Single,No,2021-12-12,Bengaluru
EMP0939,Employee 939,38,Female,Marketing,Marketing Executive,Bachelor's,13,82143,4,Married,Yes,2021-09-28,Mumbai
EMP0940,Employee 940,54,Female,IT,Software Engineer,Bachelor's,6,54195,1,Single,No,2019-12-25,Pune
EMP0941,Employee 941,36,Male,HR,HR Executive,Master's,3,32241,2,Married,No,2018-05-27,Bengaluru
EMP0942,Employee 942,34,Male,Finance,Financial Analyst,Master's,3,37705,3,Married,No,2025-10-04,Pune
EMP0943,Employee 943,40,Male,Sales,Sales Executive,Master's,5,53990,1,Single,No,2025-11-09,Mumbai
EMP0944,Employee 944,48,Female,IT,Data Analyst,Bachelor's,14,73647,3,Single,No,2018-02-22,Mumbai
EMP0945,Employee 945,52,Male,Operations,Coordinator,Bachelor's,0,31539,1,Single,No,2023-04-25,Delhi
EMP0946,Employee 946,30,Male,Operations,Operations Executive,Master's,9,58980,3,Married,No,2023-11-22,Bengaluru
EMP0947,Employee 947,44,Female,Operations,Operations Executive,Master's,11,66932,3,Married,No,2025-06-10,Delhi
EMP0948,Employee 948,54,Male,Operations,Operations Executive,Master's,19,102371,2,Single,No,2019-04-07,Hyderabad
EMP0949,Employee 949,48,Female,Finance,Financial Analyst,Diploma,0,28007,1,Single,No,2024-06-23,Bengaluru
EMP0950,Employee 950,49,Male,Operations,Coordinator,Diploma,3,39475,3,Married,No,2025-01-11,Bengaluru
EMP0951,Employee 951,58,Female,Marketing,Marketing Executive,Master's,13,74552,4,Married,No,2021-06-20,Hyderabad
EMP0952,Employee 952,30,Female,Sales,Sales Executive,Master's,0,36348,4,Married,Yes,2025-09-08,Pune
EMP0953,Employee 953,58,Male,IT,Data Analyst,Master's,0,34872,3,Single,No,2018-06-17,Bengaluru
EMP0954,Employee 954,39,Male,IT,Data Analyst,Diploma,0,21635,3,Single,Yes,2020-10-26,Mumbai
EMP0955,Employee 955,51,Female,Finance,Financial Analyst,Diploma,18,85644,4,Married,No,2021-04-06,Bengaluru
EMP0956,Employee 956,57,Female,Sales,Account Manager,Diploma,8,57896,2,Single,No,2024-09-11,Hyderabad
EMP0957,Employee 957,40,Female,HR,HR Executive,Master's,13,72037,4,Single,No,2021-05-18,Mumbai
EMP0958,Employee 958,43,Female,Marketing,SEO Specialist,Master's,14,79264,4,Married,No,2023-08-26,Bengaluru
